customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,Churn
Cust_2726,Female,,Yes,Yes,23,Yes,No phone service,DSL,Yes,Yes,0
Cust_2727,Female,0,No,Yes,15,No,Yes,No,No,No,0
Cust_2728,Male,0,,No,,Yes,Yes,Fiber optic,No,No internet service,1
Cust_2729,Male,0,,No,40,Yes,No phone service,DSL,Yes,No,0
Cust_2730,Male,1,Yes,Yes,18,No,No phone service,Fiber optic,No internet service,No,1
Cust_2731,Male,1,Yes,No,,No,Yes,No,No,No internet service,1
Cust_2732,Female,1,,Yes,3,Yes,No phone service,DSL,Yes,No,0
Cust_2733,Female,0,Yes,Yes,46,No,Yes,DSL,,Yes,0
Cust_2734,Female,0,,Yes,53,Yes,,,Yes,No,0
Cust_2735,Female,0,No,No,20,Yes,No,Fiber optic,No internet service,Yes,1
Cust_2736,,1,Yes,No,,No,Yes,DSL,Yes,Yes,0
Cust_2737,Male,0,Yes,No,,,Yes,No,No internet service,No,1
Cust_2738,Female,0,Yes,Yes,51,No,No phone service,No,No internet service,No internet service,0
Cust_2739,Female,,No,No,25,Yes,Yes,Fiber optic,Yes,,0
Cust_2740,Female,1,No,Yes,68,Yes,Yes,Fiber optic,,No,1
Cust_2741,Female,1,No,Yes,10,Yes,No phone service,,No internet service,No,1
Cust_2742,Female,0,No,No,67,No,No phone service,No,Yes,Yes,1
Cust_2743,Male,0,No,No,9,Yes,No,No,No,Yes,0
Cust_2744,Male,0,No,Yes,29,No,,Fiber optic,No,No internet service,1
Cust_2745,Male,1,No,No,37,No,Yes,,Yes,No internet service,0
Cust_2746,Female,1,Yes,Yes,71,Yes,No,,Yes,No,0
Cust_2747,Male,,No,No,38,No,Yes,DSL,No internet service,No internet service,1
Cust_2748,Male,1,No,Yes,72,Yes,,DSL,Yes,No,0
Cust_2749,Female,0,,,59,No,Yes,DSL,No,Yes,0
Cust_2750,Female,0,No,Yes,57,No,No phone service,Fiber optic,Yes,No,0
Cust_2751,Female,0,Yes,No,60,Yes,Yes,No,No,No,1
Cust_2752,Male,0,No,Yes,28,No,No,No,,No,0
Cust_2753,Male,0,No,Yes,28,Yes,No phone service,,Yes,No,1
Cust_2754,Female,0,Yes,Yes,46,No,No phone service,No,No,No internet service,1
Cust_2755,Female,0,,,71,,No,DSL,No,No,0
Cust_2756,Male,0,,Yes,67,Yes,No phone service,Fiber optic,No internet service,Yes,0
Cust_2757,Male,1,No,Yes,,No,No,DSL,No,,0
Cust_2758,Female,,No,No,38,No,Yes,No,No internet service,Yes,0
Cust_2759,Female,0,No,Yes,18,Yes,,,No internet service,No internet service,1
Cust_2760,Male,1,No,Yes,63,Yes,,No,No internet service,No,1
Cust_2761,Female,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,Yes,1
Cust_2762,Male,0,Yes,No,44,Yes,No phone service,DSL,No,No,1
Cust_2763,Male,1,Yes,Yes,29,No,No,Fiber optic,No,No,1
Cust_2764,Male,0,No,No,14,,Yes,Fiber optic,Yes,No internet service,1
Cust_2765,Male,0,No,,58,No,No,DSL,No internet service,Yes,0
Cust_2766,Female,,No,Yes,44,No,No phone service,No,No,Yes,1
Cust_2767,Female,0,Yes,Yes,18,,,No,No internet service,Yes,0
Cust_2768,Male,0,No,,7,Yes,Yes,No,No internet service,No,1
Cust_2769,Male,0,Yes,No,62,Yes,Yes,No,Yes,No internet service,1
Cust_2770,Male,0,,No,45,No,No phone service,Fiber optic,No internet service,,0
Cust_2771,Male,1,No,No,16,No,No phone service,DSL,No,No internet service,1
Cust_2772,Male,1,Yes,No,64,Yes,Yes,,No,No internet service,1
Cust_2773,Female,0,No,No,37,No,No,DSL,No,Yes,0
Cust_2774,Female,,Yes,Yes,25,No,No,,No,,0
Cust_2775,Female,0,No,No,9,Yes,Yes,No,No internet service,,1
Cust_2776,Female,0,No,Yes,,No,Yes,,No,No,1
Cust_2777,Male,0,Yes,Yes,28,No,Yes,DSL,Yes,No,0
Cust_2778,Male,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,1
Cust_2779,Male,1,Yes,Yes,12,,No,Fiber optic,No,Yes,1
Cust_2780,Male,1,No,No,18,Yes,Yes,No,No,Yes,0
Cust_2781,Male,1,Yes,Yes,56,No,No,No,Yes,No,1
Cust_2782,Female,1,Yes,No,58,No,No phone service,No,No internet service,No internet service,1
Cust_2783,Male,0,No,Yes,51,Yes,,DSL,Yes,,0
Cust_2784,,1,No,,32,,Yes,Fiber optic,Yes,Yes,0
Cust_2785,Female,0,Yes,Yes,48,Yes,Yes,,No,No internet service,1
Cust_2786,Female,0,Yes,No,8,No,Yes,Fiber optic,No,No,0
Cust_2787,Female,1,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,1
Cust_2788,,,No,Yes,26,Yes,No,Fiber optic,No internet service,Yes,1
Cust_2789,Female,1,,Yes,24,No,Yes,Fiber optic,No internet service,No internet service,0
Cust_2790,Female,1,Yes,No,27,Yes,No,DSL,No internet service,No internet service,1
Cust_2791,Female,,No,No,39,No,No phone service,DSL,Yes,Yes,1
Cust_2792,,1,Yes,No,66,No,No phone service,No,No internet service,Yes,1
Cust_2793,Male,1,,,,No,No,Fiber optic,,,0
Cust_2794,Male,,No,No,50,,No,Fiber optic,Yes,No internet service,1
Cust_2795,Female,1,Yes,Yes,45,No,Yes,Fiber optic,Yes,Yes,1
Cust_2796,Female,1,Yes,No,33,Yes,,Fiber optic,Yes,No internet service,1
Cust_2797,,,No,No,19,Yes,Yes,,No internet service,Yes,1
Cust_2798,Female,1,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,0
Cust_2799,Male,1,Yes,No,22,No,No,No,No,Yes,1
Cust_2800,Male,0,,No,20,Yes,No,No,No internet service,Yes,0
Cust_2801,,0,Yes,No,,No,No,Fiber optic,No internet service,No internet service,1
Cust_2802,Female,1,,No,32,Yes,No,DSL,No internet service,No,0
Cust_2803,Female,0,No,,30,Yes,Yes,DSL,No internet service,Yes,0
Cust_2804,Female,1,,No,26,Yes,Yes,Fiber optic,No,No,1
Cust_2805,Male,0,,,4,Yes,No,No,No,No,1
Cust_2806,Male,1,Yes,No,67,Yes,Yes,DSL,No,No internet service,1
Cust_2807,Male,1,No,No,43,Yes,No phone service,DSL,No internet service,,0
Cust_2808,Male,1,,No,30,No,Yes,No,No internet service,No,1
Cust_2809,Male,0,,Yes,16,Yes,No phone service,Fiber optic,Yes,Yes,0
Cust_2810,Female,1,Yes,Yes,71,Yes,No phone service,Fiber optic,Yes,Yes,1
Cust_2811,Male,0,Yes,Yes,39,No,No,Fiber optic,No internet service,No,0
Cust_2812,Male,1,No,Yes,41,No,No,Fiber optic,Yes,No,1
Cust_2813,Male,1,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,1
Cust_2814,Female,1,Yes,Yes,49,Yes,No,DSL,No,No,1
Cust_2815,Female,1,No,No,13,Yes,No phone service,No,No,No,0
Cust_2816,,1,Yes,No,41,No,No phone service,DSL,Yes,Yes,1
Cust_2817,Female,0,Yes,No,,Yes,Yes,DSL,,No,0
Cust_2818,Male,0,Yes,Yes,,Yes,No phone service,DSL,,No,1
Cust_2819,Male,0,No,No,19,No,No,No,No,Yes,0
Cust_2820,,1,No,Yes,72,No,Yes,DSL,No internet service,No,0
Cust_2821,Female,1,No,,25,No,Yes,,No internet service,No internet service,1
Cust_2822,Male,0,No,Yes,,Yes,Yes,Fiber optic,No,Yes,0
Cust_2823,Male,1,No,Yes,3,No,No,No,,No internet service,0
Cust_2824,Female,1,No,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,1
Cust_2825,Female,1,,No,5,No,No,Fiber optic,No internet service,No internet service,0
Cust_2826,Female,0,No,No,,No,,DSL,Yes,No internet service,1
Cust_2827,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No internet service,No,1
Cust_2828,Male,0,Yes,Yes,,Yes,Yes,DSL,No,Yes,1
Cust_2829,,0,Yes,Yes,36,No,,Fiber optic,No internet service,,0
Cust_2830,Male,0,,No,46,Yes,Yes,No,No,No,0
Cust_2831,Female,1,No,,37,Yes,No,No,Yes,,0
Cust_2832,Female,1,Yes,No,,No,Yes,Fiber optic,No internet service,No internet service,1
Cust_2833,Male,1,,Yes,21,Yes,Yes,DSL,Yes,,0
Cust_2834,Male,1,Yes,Yes,21,Yes,Yes,DSL,No,No,1
Cust_2835,Male,,Yes,Yes,70,,No,,No,No,0
Cust_2836,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No internet service,1
Cust_2837,Female,1,No,No,36,Yes,,DSL,No,No internet service,0
Cust_2838,Male,0,No,No,11,Yes,,Fiber optic,,No,0
Cust_2839,Male,1,Yes,Yes,31,No,No,No,No internet service,No internet service,1
Cust_2840,Male,1,Yes,Yes,37,Yes,No phone service,DSL,No internet service,Yes,0
Cust_2841,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,0
Cust_2842,Male,1,Yes,Yes,61,Yes,No,DSL,No,Yes,1
Cust_2843,Male,0,No,No,67,Yes,No phone service,Fiber optic,Yes,No,1
Cust_2844,Male,1,Yes,Yes,29,Yes,No phone service,DSL,Yes,No,0
Cust_2845,Female,0,No,Yes,67,No,Yes,No,,No internet service,0
Cust_2846,Female,1,Yes,No,71,Yes,Yes,Fiber optic,No,No,1
Cust_2847,Female,1,No,No,67,No,Yes,Fiber optic,No internet service,,0
Cust_2848,Female,1,,No,16,Yes,,No,No internet service,No internet service,0
Cust_2849,Male,1,No,Yes,45,,Yes,No,No internet service,No internet service,0
Cust_2850,Female,0,Yes,,34,Yes,Yes,DSL,No,No internet service,1
Cust_2851,Female,1,Yes,Yes,44,No,Yes,Fiber optic,,,0
Cust_2852,Male,0,No,No,42,Yes,No phone service,Fiber optic,Yes,Yes,0
Cust_2853,Male,1,Yes,,35,Yes,,DSL,,,1
Cust_2854,Female,1,Yes,Yes,30,Yes,Yes,DSL,No,No internet service,1
Cust_2855,Female,1,No,Yes,53,Yes,No phone service,Fiber optic,,No,1
Cust_2856,Male,0,Yes,Yes,58,No,No,No,Yes,No internet service,0
Cust_2857,Female,1,No,Yes,28,Yes,Yes,DSL,Yes,No,0
Cust_2858,Male,1,Yes,Yes,15,Yes,No phone service,Fiber optic,,Yes,1
Cust_2859,Male,1,Yes,No,38,Yes,No,DSL,No,No,1
Cust_2860,Male,1,No,Yes,50,,,No,No internet service,No internet service,1
Cust_2861,Male,1,No,Yes,13,No,Yes,Fiber optic,No internet service,No internet service,0
Cust_2862,Female,0,No,Yes,35,Yes,No phone service,Fiber optic,No,No,1
Cust_2863,Male,0,,,24,Yes,Yes,Fiber optic,No internet service,No,1
Cust_2864,Male,1,Yes,No,65,Yes,,No,Yes,No internet service,0
Cust_2865,Female,1,Yes,Yes,18,Yes,No phone service,DSL,No internet service,No,0
Cust_2866,Male,0,Yes,Yes,58,No,No phone service,No,Yes,Yes,1
Cust_2867,Female,1,No,No,,Yes,No,No,No,No internet service,1
Cust_2868,Female,,Yes,Yes,29,No,No phone service,No,No,No internet service,1
Cust_2869,Female,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,1
Cust_2870,Male,,Yes,Yes,44,No,Yes,No,Yes,No,1
Cust_2871,Female,0,No,Yes,5,No,No,Fiber optic,No internet service,Yes,1
Cust_2872,,1,No,,,Yes,No phone service,Fiber optic,Yes,No internet service,1
Cust_2873,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,0
Cust_2874,,,Yes,No,36,Yes,No phone service,,No,No,0
Cust_2875,Female,0,No,Yes,13,Yes,No phone service,,No internet service,No,1
Cust_2876,Female,1,No,No,25,No,Yes,Fiber optic,Yes,No internet service,1
Cust_2877,Female,0,No,No,58,No,,Fiber optic,Yes,,0
Cust_2878,,0,No,Yes,2,No,No,DSL,No internet service,Yes,1
Cust_2879,,1,Yes,Yes,36,No,,Fiber optic,No,,0
Cust_2880,Female,1,No,Yes,25,,Yes,No,,Yes,0
Cust_2881,Female,,Yes,No,,Yes,Yes,Fiber optic,No internet service,No internet service,1
Cust_2882,Male,1,No,Yes,,No,No phone service,No,No internet service,Yes,1
Cust_2883,Male,1,,No,19,Yes,,,No internet service,No,1
Cust_2884,Male,1,Yes,No,37,No,Yes,DSL,No internet service,No internet service,0
Cust_2885,Female,0,No,No,,No,No,Fiber optic,Yes,Yes,1
Cust_2886,Male,,Yes,No,60,No,No phone service,Fiber optic,No internet service,Yes,1
Cust_2887,Female,0,Yes,Yes,67,Yes,No phone service,DSL,Yes,No,1
Cust_2888,Female,1,Yes,Yes,49,No,No phone service,No,No,No,0
Cust_2889,,,No,No,,No,No,No,No internet service,Yes,0
Cust_2890,Male,0,No,No,,No,No phone service,No,No internet service,,0
Cust_2891,Female,1,No,Yes,68,Yes,No phone service,DSL,No,No internet service,0
Cust_2892,Male,1,,Yes,19,Yes,No,DSL,No internet service,Yes,1
Cust_2893,Female,0,Yes,No,40,No,No,DSL,Yes,Yes,1
Cust_2894,Male,1,,No,6,Yes,No phone service,,No,No internet service,0
Cust_2895,Male,1,,No,63,Yes,Yes,DSL,No,No,1
Cust_2896,Male,,No,No,35,Yes,Yes,No,Yes,No internet service,1
Cust_2897,Female,0,Yes,No,72,Yes,No,No,Yes,No internet service,0
Cust_2898,Male,,Yes,Yes,61,No,No phone service,DSL,No,Yes,0
Cust_2899,Female,1,Yes,No,5,No,,,No internet service,No internet service,0
Cust_2900,Female,1,No,Yes,37,No,No,No,,No,0
Cust_2901,Female,1,Yes,No,11,No,Yes,DSL,Yes,Yes,0
Cust_2902,Female,1,No,Yes,40,Yes,,Fiber optic,Yes,No,0
Cust_2903,Male,0,No,No,65,No,No,DSL,No,No internet service,0
Cust_2904,Female,1,Yes,Yes,8,Yes,No phone service,,No internet service,No internet service,0
Cust_2905,,0,,Yes,11,No,No phone service,No,Yes,No,1
Cust_2906,Male,1,Yes,,71,No,No,DSL,,Yes,0
Cust_2907,Female,1,Yes,No,58,Yes,No,No,No,No internet service,1
Cust_2908,Male,0,No,Yes,48,,No phone service,DSL,No internet service,No internet service,0
Cust_2909,Female,1,No,Yes,13,Yes,Yes,No,No,No internet service,0
Cust_2910,Male,1,No,Yes,60,No,No phone service,No,No,Yes,0
Cust_2911,Female,0,No,No,49,No,No phone service,No,Yes,Yes,0
Cust_2912,Male,1,No,,67,Yes,,DSL,Yes,No internet service,0
Cust_2913,Female,0,No,No,7,No,No phone service,DSL,Yes,Yes,0
Cust_2914,,0,,No,25,Yes,No phone service,DSL,No,No,1
Cust_2915,Male,0,No,No,23,Yes,Yes,Fiber optic,No internet service,No internet service,0
Cust_2916,Male,0,No,,51,No,No phone service,Fiber optic,No internet service,No,0
Cust_2917,Male,1,No,No,47,No,No phone service,Fiber optic,No internet service,Yes,1
Cust_2918,,1,Yes,No,5,Yes,Yes,No,No,Yes,1
Cust_2919,,1,,,13,No,,No,Yes,No,0
Cust_2920,Female,0,Yes,,42,,Yes,DSL,No,Yes,1
Cust_2921,,1,No,No,5,Yes,No phone service,No,Yes,No internet service,1
Cust_2922,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,No,0
Cust_2923,Male,1,,Yes,62,No,Yes,,,No,1
Cust_2924,Male,1,No,No,1,Yes,No,DSL,No internet service,No internet service,1
Cust_2925,Female,0,Yes,Yes,54,No,Yes,No,No,Yes,0
Cust_2926,Female,0,No,No,72,No,Yes,,No internet service,No,0
Cust_2927,Female,1,,No,3,No,No,Fiber optic,No,No,1
Cust_2928,,,No,No,64,Yes,,DSL,,,1
Cust_2929,Female,1,,No,51,Yes,No,Fiber optic,No,Yes,1
Cust_2930,Female,,Yes,Yes,2,No,No,No,No,No,1
Cust_2931,Female,,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,1
Cust_2932,Male,,Yes,No,31,,Yes,Fiber optic,Yes,No,0
Cust_2933,,1,Yes,Yes,3,Yes,,No,,Yes,1
Cust_2934,Male,0,Yes,No,35,Yes,,No,No,No,1
Cust_2935,Male,0,Yes,No,36,Yes,No phone service,No,Yes,Yes,1
Cust_2936,Male,1,No,Yes,64,No,No phone service,Fiber optic,Yes,Yes,0
Cust_2937,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,0
Cust_2938,Male,0,No,No,18,Yes,No phone service,Fiber optic,No,Yes,1
Cust_2939,Male,1,No,,,Yes,No,DSL,,Yes,0
Cust_2940,Male,0,,No,56,No,No,DSL,Yes,No internet service,0
Cust_2941,Male,0,,No,67,No,No phone service,No,No,No internet service,1
Cust_2942,Male,1,No,Yes,53,,No phone service,DSL,No,No internet service,0
Cust_2943,Male,1,,No,67,No,,No,No internet service,No internet service,1
Cust_2944,Male,0,No,Yes,66,Yes,,Fiber optic,No internet service,Yes,1
Cust_2945,,1,Yes,No,64,,No phone service,No,No,No,1
Cust_2946,Female,1,,No,67,No,Yes,Fiber optic,No,No,0
Cust_2947,Male,0,,No,39,,No,No,,No internet service,1
Cust_2948,Female,0,,No,38,No,No,DSL,,No,1
Cust_2949,Female,1,Yes,No,40,Yes,No,Fiber optic,Yes,No,1
Cust_2950,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No internet service,Yes,0
Cust_2951,Female,1,No,No,5,No,Yes,Fiber optic,Yes,Yes,1
Cust_2952,Male,1,No,Yes,69,No,Yes,DSL,No internet service,No,1
Cust_2953,Female,0,Yes,Yes,,No,Yes,,No,Yes,0
Cust_2954,Female,0,Yes,Yes,49,Yes,No phone service,DSL,,No internet service,1
Cust_2955,Female,1,Yes,No,,Yes,No phone service,Fiber optic,No,No internet service,0
Cust_2956,Male,1,No,,57,,No phone service,No,Yes,,1
Cust_2957,Male,1,No,Yes,35,No,No phone service,No,No internet service,No,0
Cust_2958,Male,,Yes,Yes,5,No,No,DSL,Yes,No internet service,0
Cust_2959,Male,0,No,No,39,No,Yes,,No,,1
Cust_2960,Male,1,Yes,No,24,No,No,Fiber optic,No internet service,No,0
Cust_2961,Male,0,Yes,No,,Yes,Yes,Fiber optic,No internet service,Yes,1
Cust_2962,Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,1
Cust_2963,,1,No,Yes,58,Yes,No,DSL,No,,0
Cust_2964,Female,0,,No,1,Yes,Yes,No,Yes,No internet service,1
Cust_2965,Female,0,No,Yes,43,Yes,No phone service,No,Yes,No internet service,1
Cust_2966,Male,1,Yes,No,39,No,Yes,No,No,No internet service,1
Cust_2967,Male,0,Yes,Yes,10,No,,DSL,No,No internet service,1
Cust_2968,Male,0,No,,2,No,No phone service,DSL,Yes,Yes,1
Cust_2969,Male,1,Yes,No,63,,No,DSL,No internet service,No,0
Cust_2970,Male,1,No,No,16,No,Yes,Fiber optic,No,No internet service,1
Cust_2971,Female,1,Yes,No,37,No,No phone service,No,No,No internet service,0
Cust_2972,Female,1,,Yes,16,No,Yes,DSL,No,Yes,1
Cust_2973,,1,,No,27,No,Yes,,No,Yes,1
Cust_2974,Male,1,Yes,No,63,No,Yes,DSL,No internet service,Yes,0
Cust_2975,,1,No,No,64,No,No,No,No internet service,Yes,1
Cust_2976,Male,0,No,Yes,32,No,No,No,Yes,No,1
Cust_2977,Female,0,Yes,No,9,No,No,Fiber optic,,No,0
Cust_2978,Male,1,No,No,,No,,Fiber optic,No,Yes,0
Cust_2979,Male,,Yes,Yes,,No,No phone service,Fiber optic,Yes,Yes,0
Cust_2980,Male,0,No,Yes,,Yes,No,Fiber optic,No internet service,No internet service,1
Cust_2981,Male,1,Yes,Yes,15,Yes,Yes,DSL,No,No,0
Cust_2982,Female,0,,No,59,Yes,No phone service,Fiber optic,,No internet service,1
Cust_2983,Male,,Yes,Yes,48,No,Yes,DSL,No,Yes,0
Cust_2984,Male,0,Yes,No,60,Yes,No,DSL,,No internet service,1
Cust_2985,Female,1,No,Yes,68,No,Yes,No,No,Yes,0
Cust_2986,Female,0,Yes,No,57,,Yes,DSL,No,No,0
Cust_2987,Female,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,0
Cust_2988,Male,0,Yes,Yes,54,,Yes,Fiber optic,,No internet service,0
Cust_2989,Male,1,No,Yes,54,No,No,Fiber optic,Yes,No internet service,0
Cust_2990,Female,0,,No,59,No,,No,No,No,0
Cust_2991,Female,0,No,Yes,,,Yes,No,Yes,No,1
Cust_2992,Female,1,No,No,15,,Yes,Fiber optic,No internet service,No internet service,1
Cust_2993,Female,1,Yes,Yes,28,No,Yes,,No internet service,No internet service,0
Cust_2994,Female,0,Yes,Yes,36,Yes,No,DSL,No,No internet service,1
Cust_2995,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,Yes,0
Cust_2996,Male,0,No,No,17,No,No phone service,DSL,No,Yes,0
Cust_2997,Male,0,No,No,,Yes,,DSL,No internet service,Yes,0
Cust_2998,Male,1,No,No,36,,,Fiber optic,No internet service,No,0
Cust_2999,Female,0,No,Yes,29,No,,No,,No internet service,1
Cust_3000,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,0
Cust_3001,Female,1,Yes,No,,Yes,No phone service,,No,No internet service,0
Cust_3002,Female,0,Yes,Yes,32,,No,DSL,No,No,0
Cust_3003,Female,,Yes,Yes,14,No,Yes,Fiber optic,Yes,Yes,1
Cust_3004,Female,0,No,No,18,Yes,No phone service,DSL,No internet service,,0
Cust_3005,Male,1,No,No,38,Yes,,DSL,No,No,1
Cust_3006,Male,1,Yes,Yes,34,Yes,No,Fiber optic,No internet service,No,1
Cust_3007,Female,0,,No,45,No,,DSL,Yes,Yes,0
Cust_3008,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,No internet service,No,1
Cust_3009,,,,Yes,67,Yes,No,No,,No,0
Cust_3010,Male,0,,No,63,Yes,No phone service,,No,Yes,0
Cust_3011,Female,0,No,No,55,Yes,,DSL,No internet service,No internet service,0
Cust_3012,Female,1,No,Yes,43,No,Yes,Fiber optic,Yes,No,0
Cust_3013,Male,1,No,No,22,No,Yes,No,No internet service,No internet service,1
Cust_3014,Male,1,No,Yes,,No,,DSL,Yes,No internet service,1
Cust_3015,,0,Yes,No,29,No,Yes,DSL,Yes,No internet service,1
Cust_3016,Female,0,No,Yes,40,No,No,No,No,Yes,0
Cust_3017,Male,0,Yes,No,45,,No phone service,,Yes,No,0
Cust_3018,Male,0,Yes,No,,Yes,Yes,Fiber optic,Yes,,1
Cust_3019,Female,1,Yes,Yes,45,No,No,No,No,No internet service,0
Cust_3020,Male,0,Yes,No,17,No,,No,No,No,1
Cust_3021,Female,0,Yes,Yes,2,Yes,No,DSL,No,No internet service,0
Cust_3022,Female,1,Yes,No,17,,Yes,No,Yes,No internet service,1
Cust_3023,Female,1,No,No,38,Yes,No,No,No,,0
Cust_3024,Female,0,No,No,37,Yes,Yes,No,Yes,Yes,1
Cust_3025,Male,,No,No,63,Yes,Yes,DSL,Yes,No,0
Cust_3026,Male,,Yes,Yes,5,Yes,No phone service,,Yes,No,1
Cust_3027,Male,0,Yes,Yes,25,Yes,No phone service,,No,No internet service,0
Cust_3028,Male,0,Yes,No,22,Yes,,,Yes,,0
Cust_3029,Male,0,No,Yes,63,Yes,No phone service,Fiber optic,Yes,No internet service,0
Cust_3030,Male,0,No,Yes,35,Yes,No,,No,Yes,1
Cust_3031,,1,No,No,55,Yes,Yes,No,,,0
Cust_3032,Female,1,Yes,Yes,20,No,No phone service,No,Yes,Yes,0
Cust_3033,Male,0,Yes,Yes,5,,No,Fiber optic,Yes,Yes,1
Cust_3034,,,Yes,No,39,No,Yes,No,Yes,,1
Cust_3035,Female,1,No,No,,Yes,,Fiber optic,No,No internet service,0
Cust_3036,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No internet service,1
Cust_3037,Male,0,,No,63,No,No phone service,Fiber optic,No internet service,Yes,1
Cust_3038,Female,0,Yes,Yes,40,No,No,DSL,No,No internet service,0
Cust_3039,Male,,Yes,,17,Yes,No phone service,DSL,Yes,Yes,0
Cust_3040,Male,1,No,Yes,32,Yes,No,Fiber optic,No,,0
Cust_3041,,0,No,Yes,23,Yes,No,DSL,No,Yes,0
Cust_3042,,1,Yes,No,60,No,No,Fiber optic,No internet service,No,1
Cust_3043,Male,0,Yes,Yes,56,Yes,No,DSL,No internet service,Yes,0
Cust_3044,,0,,Yes,9,Yes,No phone service,DSL,,No internet service,1
Cust_3045,Female,1,,Yes,69,Yes,No,No,No internet service,No internet service,1
Cust_3046,Male,0,Yes,No,62,Yes,No phone service,DSL,Yes,No,1
Cust_3047,Female,1,No,Yes,64,No,No,DSL,,No internet service,0
Cust_3048,Female,0,No,No,22,No,Yes,No,Yes,No internet service,1
Cust_3049,Male,0,,,32,Yes,Yes,Fiber optic,Yes,No internet service,0
Cust_3050,Female,0,,Yes,47,No,No,No,No internet service,No,0
Cust_3051,Female,0,No,Yes,,No,Yes,DSL,Yes,Yes,1
Cust_3052,Male,0,No,,,Yes,No,DSL,Yes,,0
Cust_3053,Female,,No,No,14,No,No phone service,Fiber optic,No,,1
Cust_3054,Female,1,Yes,No,37,Yes,Yes,DSL,Yes,No internet service,0
Cust_3055,Male,,No,No,27,Yes,No,No,No,No internet service,0
Cust_3056,,0,No,,24,No,No,Fiber optic,No internet service,No,1
Cust_3057,Male,1,Yes,Yes,64,Yes,No phone service,No,No,Yes,1
Cust_3058,Female,1,No,No,,,No phone service,DSL,No internet service,No,0
Cust_3059,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,Yes,1
Cust_3060,Female,0,Yes,No,54,Yes,No,DSL,No,No internet service,1
Cust_3061,Female,1,No,Yes,15,No,No,DSL,No internet service,No,0
Cust_3062,Female,0,No,,29,Yes,No,No,No internet service,Yes,0
Cust_3063,Female,1,No,Yes,28,,,DSL,No internet service,No,1
Cust_3064,,0,No,Yes,59,No,No,,,No,0
Cust_3065,Female,1,,No,21,No,No phone service,DSL,No internet service,No internet service,0
Cust_3066,Female,1,Yes,Yes,10,Yes,Yes,No,Yes,Yes,0
Cust_3067,Male,0,No,No,4,No,No,No,No,Yes,0
Cust_3068,Male,1,Yes,No,62,No,No,Fiber optic,Yes,Yes,1
Cust_3069,Female,0,No,Yes,4,No,No phone service,,No,Yes,1
Cust_3070,Female,0,Yes,Yes,6,,Yes,DSL,Yes,Yes,1
Cust_3071,Male,0,No,No,,No,No phone service,,No internet service,,1
Cust_3072,Female,0,No,No,16,,No phone service,Fiber optic,Yes,No,0
Cust_3073,Male,1,No,No,38,No,No,No,Yes,No internet service,0
Cust_3074,,0,No,Yes,49,Yes,No,No,Yes,No,0
Cust_3075,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,No,Yes,0
Cust_3076,Female,0,Yes,No,65,No,No,Fiber optic,No internet service,No internet service,1
Cust_3077,Female,0,No,Yes,,No,No,DSL,No internet service,No,0
Cust_3078,Male,1,No,Yes,17,Yes,No,No,Yes,No,1
Cust_3079,Male,0,,Yes,28,No,Yes,Fiber optic,Yes,No,1
Cust_3080,,1,Yes,No,44,No,Yes,No,,Yes,0
Cust_3081,Male,1,No,No,12,Yes,No,No,Yes,,0
Cust_3082,,1,Yes,Yes,70,No,No phone service,Fiber optic,Yes,No,0
Cust_3083,Female,0,No,Yes,71,No,Yes,No,Yes,Yes,0
Cust_3084,Male,0,Yes,No,72,,No phone service,DSL,No,No internet service,0
Cust_3085,Female,0,No,Yes,,No,No,Fiber optic,Yes,No,0
Cust_3086,Male,,No,No,49,Yes,No phone service,No,Yes,Yes,1
Cust_3087,Female,1,Yes,No,21,No,,Fiber optic,Yes,No,0
Cust_3088,Female,1,No,No,8,,Yes,Fiber optic,No,Yes,1
Cust_3089,Female,0,Yes,No,64,Yes,No phone service,No,No,No internet service,1
Cust_3090,,0,No,,59,Yes,No phone service,DSL,No internet service,No,1
